ID,Title,Cmd Line
16015947961,MEM_LMBENCH-001-native-SNC2,"python harness_main.py --test_config LMBENCH.JSON --test GenericWorkload wl_test_name=LMBENCH-001 extra_json_params=""[_main_test,stage_run_lmbench,--test=LMBENCH-001]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16015947964,MEM_LMBENCH-001-native-SNC_disabled,"python harness_main.py --test_config LMBENCH.JSON --test GenericWorkload wl_test_name=LMBENCH-001 extra_json_params=""[_main_test,stage_run_lmbench,--test=LMBENCH-001]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16015987789,MEM_REDIS-001-native-SNC_disabled,"python harness_main.py --test_config MEM-REDIS.JSON --test GenericWorkload wl_test_name=MEM-REDIS-001 extra_json_params=""[_main_test,stage_run_redis,--test=MEM-REDIS-001]""  bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016004002,MEM_KVMMIXES-009-native-SNC_disabled,"python harness_main.py --test_config KVM-MIX.JSON --test GenericWorkload sync_tools=mlc,stream wl_test_name=MEM-KVMMIXES-009  extra_json_params=""[_main_test,stage_run_kvm_mix, --mode=LM2 --os=CENTOS --vm_mix_type=3 --vm_password=intel123]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016004007,MEM_KVMSCHMOO-001-native-SNC_disabled,"python harness_main.py   --test_config KVM-SCHMOO.JSON --test GenericWorkload sync_tools=mlc,stream wl_test_name=MEM-KVMSCHMOO-001 extra_json_params=""[_main_test,stage_run_kvm_schmoo, --time=120 --os=CENTOS --mode=LM2 --workload=MLC --apply_WA --vm_password=intel123 ]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016004038,MEM_KVMMIXES-005-native-SNC_disabled,"python harness_main.py --test_config KVM-MIX.JSON --test GenericWorkload sync_tools=mlc,stream wl_test_name=MEM-KVMMIXES-005 extra_json_params=""[_main_test,stage_run_kvm_mix, --mode=LM2 --os=CENTOS --vm_mix_type=1 --vm_password=intel123]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016004060,MEM_KVMMIXES-006-native-SNC_disabled,"python harness_main.py --test_config KVM-MIX.JSON --test GenericWorkload sync_tools=mlc,stream wl_test_name=MEM-KVMMIXES-006 extra_json_params=""[_main_test,stage_run_kvm_mix, --mode=LM2 --os=CENTOS --vm_mix_type=2 --vm_password=intel123]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016037963,MEM_HPCG-002-native-SNC2,"python harness_main.py   --test_config mem_hpcg.json --test GenericWorkload wl_test_name=MEM-HPCG-002 extra_json_params=""[_main_test,stage_run_hpcg, --test=MEM-HPCG-002]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16016037986,MEM_HPCG-002-native-SNC_disabled,"python harness_main.py   --test_config mem_hpcg.json --test GenericWorkload wl_test_name=MEM-HPCG-002 extra_json_params=""[_main_test,stage_run_hpcg, --test=MEM-HPCG-002]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016039559,MEM_HPCG-003-native-SNC2,"python harness_main.py   --test_config mem_hpcg.json --test GenericWorkload wl_test_name=MEM-HPCG-003 extra_json_params=""[_main_test,stage_run_hpcg, --test=MEM-HPCG-003]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16016039570,MEM_HPCG-003-native-SNC_disabled,"python harness_main.py   --test_config mem_hpcg.json --test GenericWorkload wl_test_name=MEM-HPCG-003 extra_json_params=""[_main_test,stage_run_hpcg, --test=MEM-HPCG-003]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016040347,MEM_LINPACK-001-native-SNC2,"python harness_main.py   --test_config mem_linpack001.json --test GenericWorkload wl_test_name=MEM_LINPACK001 extra_json_params=""[_main_test,stage_run_linpck, --test=MEM_LINPACK001]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16016040353,MEM_LINPACK-001-native-SNC_disabled,"python harness_main.py   --test_config mem_linpack001.json --test GenericWorkload wl_test_name=MEM_LINPACK001 extra_json_params=""[_main_test,stage_run_linpck, --test=MEM_LINPACK001]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016042115,MEM_SAP-PbOffline-001-native-SNC2,"harness_main.py   --test_config MEM-HANA.JSON --test GenericWorkload wl_test_name=MEM-SAP-PBOFFLINE-001 extra_json_params=""[_main_test,stage_run_hana, --test=MEM-SAP-PBOFFLINE-001]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16016042130,MEM_SAP-PbOffline-002-native-SNC_disabled,"python harness_main.py   --test_config MEM-HANA.JSON --test GenericWorkload wl_test_name=MEM-SAP-PBOFFLINE-002 extra_json_params=""[_main_test,stage_run_hana, --test=MEM-SAP-PBOFFLINE-002]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016042151,MEM_SAP-PbOffline-003-native-SNC_disabled,"python harness_main.py   --test_config MEM-HANA.JSON --test GenericWorkload wl_test_name=MEM-SAP-PBOFFLINE-003 extra_json_params=""[_main_test,stage_run_hana, --test=MEM-SAP-PBOFFLINE-003]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016042165,MEM_SAP-PbOffline-002-native-SNC2,"python harness_main.py   --test_config MEM-HANA.JSON --test GenericWorkload wl_test_name=MEM-SAP-PBOFFLINE-002 extra_json_params=""[_main_test,stage_run_hana, --test=MEM-SAP-PBOFFLINE-002]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16016042168,MEM_SAP-PbOffline-003-native-SNC2,"python harness_main.py   --test_config MEM-HANA.JSON --test GenericWorkload wl_test_name=MEM-SAP-PBOFFLINE-003 extra_json_params=""[_main_test,stage_run_hana, --test=MEM-SAP-PBOFFLINE-003]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16016042169,MEM_INSTLAT-001-native-SNC_disabled,"python harness_main.py --test_config MEM-INSTLATBW.json --test GenericWorkload wl_test_name=MEM-INSTLATBW-001 extra_json_params=""[_main_test,stage_run_instlat,--test=MEM-INSTLATBW-001]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016042190,MEM_INSTLAT-001-native-SNC2,"python harness_main.py --test_config MEM-INSTLATBW.json --test GenericWorkload wl_test_name=MEM-INSTLATBW-001 extra_json_params=""[_main_test,stage_run_instlat,--test=MEM-INSTLATBW-001]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16016042338,MEM_SAP-PbOffline-001-native-SNC_disabled,"python harness_main.py   --test_config MEM-HANA.JSON --test GenericWorkload wl_test_name=MEM-SAP-PBOFFLINE-001 extra_json_params=""[_main_test,stage_run_hana, --test=MEM-SAP-PBOFFLINE-001]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016048600,MEM_HPCG-004-native-SNC4,"python harness_main.py   --test_config mem_hpcg.json --test GenericWorkload wl_test_name=MEM-HPCG-004 extra_json_params=""[_main_test,stage_run_hpcg, --test=MEM-HPCG-004]"" bios_knobs_cfg=SNC4 --subsystem=MSS"
16016048601,MEM_HPCG-004-native-SNC2,"python harness_main.py   --test_config mem_hpcg.json --test GenericWorkload wl_test_name=MEM-HPCG-004 extra_json_params=""[_main_test,stage_run_hpcg, --test=MEM-HPCG-004]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16016055399,MEM_STRESSNG-001-native-ScrambleEn_disabled,"python harness_main.py --test_config STRESSNG.JSON --test GenericWorkload wl_test_name=STRESS-NG-001 extra_json_params=""[_main_test,stage_run_stressng,--test=MEM-STRESSNG-001 --mode=1 --duration=4h --memory=80% --cpu=100%]"" bios_knobs_cfg=ScrambleEn_disabled --subsystem=MSS"
16016055413,MEM_STRESSNG-002-native-ScrambleEn_disabled,"python harness_main.py --test_config STRESSNG.JSON --test GenericWorkload wl_test_name=STRESS-NG-002 extra_json_params=""[_main_test,stage_run_stressng,--test=MEM-STRESSNG-002 --mode=1 --duration=4h --memory=80% --cpu=100%]"" bios_knobs_cfg=ScrambleEn_disabled --subsystem=MSS"
16016055527,MEM_STRESSNG-003-native-SNC_disabled,"python harness_main.py --test_config STRESSNG.JSON --test GenericWorkload wl_test_name=STRESS-NG-003 extra_json_params=""[_main_test,stage_run_stressng,--test=MEM-STRESSNG-003 --mode=1 --duration=4h --memory=80% --cpu=100%]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016055555,MEM_STRESSNG-004-native-SNC_disabled,"python harness_main.py --test_config STRESSNG.JSON --test GenericWorkload wl_test_name=STRESS-NG-004  extra_json_params=""[_main_test,stage_run_stressng,--test=MEM-STRESSNG-004 --mode=1 --duration=4h --memory=80% --cpu=100%]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016055593,MEM_STRESSNG-005-native-SNC_disabled,"python harness_main.py --test_config STRESSNG.JSON --test GenericWorkload wl_test_name=STRESS-NG-005 extra_json_params=""[_main_test,stage_run_stressng,--test=MEM-STRESSNG-005 --mode=1 --duration=4h --memory=80% --cpu=100%]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016055626,MEM_STRESSNG-010-native-SNC_disabled,"python harness_main.py --test_config STRESSNG.JSON --test GenericWorkload wl_test_name=STRESS-NG-010 extra_json_params=""[_main_test,stage_run_stressng,--test=MEM-STRESSNG-010 --mode=1 --duration=4h --memory=80% --cpu=100%]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016055644,MEM_STRESSNG-006-native-SNC_disabled,"python harness_main.py --test_config STRESSNG.JSON --test GenericWorkload  wl_test_name=STRESS-NG-006 extra_json_params=""[_main_test,stage_run_stressng,--test=MEM-STRESSNG-006 --mode=1 --duration=4h --memory=80% --cpu=100%]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016055663,MEM_STRESSNG-007-native-SNC_disabled,"python harness_main.py --test_config STRESSNG.JSON --test GenericWorkload  wl_test_name=STRESS-NG-007 extra_json_params=""[_main_test,stage_run_stressng,--test=MEM-STRESSNG-007 --mode=1 --duration=4h --memory=80% --cpu=100%]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016067860,MEM_STREAM-001-native-SNC2,"python harness_main.py   --test_config mem_stream.json --test GenericWorkload wl_test_name=MEM-STREAM-001 extra_json_params=""[_main_test,stage_run_stream, --test=MEM-STREAM-001]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16016067861,MEM_STREAM-001-native-SNC4,"python harness_main.py   --test_config mem_stream.json --test GenericWorkload wl_test_name=MEM-STREAM-001 extra_json_params=""[_main_test,stage_run_stream, --test=MEM-STREAM-001]"" bios_knobs_cfg=SNC4 --subsystem=MSS"
16016067863,MEM_STREAM-001-native-SNC_disabled,"python harness_main.py   --test_config mem_stream.json --test GenericWorkload wl_test_name=MEM-STREAM-001 extra_json_params=""[_main_test,stage_run_stream, --test=MEM-STREAM-001]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016068339,MEM_LINPACK-002-native-SNC2,"python harness_main.py   --test_config mem_linpack002.json --test GenericWorkload wl_test_name=MEM_LINPACK002 extra_json_params=""[_main_test,stage_run_linpack, --test=MEM_LINPACK002]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16016068340,MEM_LINPACK-002-native-SNC_disabled,"python harness_main.py   --test_config mem_linpack002.json --test GenericWorkload wl_test_name=MEM_LINPACK002 extra_json_params=""[_main_test,stage_run_linpack, --test=MEM_LINPACK002]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016068343,MEM_LINPACK-002-native-SNC4,"python harness_main.py   --test_config mem_linpack002.json --test GenericWorkload wl_test_name=MEM_LINPACK002 extra_json_params=""[_main_test,stage_run_linpack, --test=MEM_LINPACK002]"" bios_knobs_cfg=SNC4 --subsystem=MSS"
16016285374,MEM_OS_SHUTDOWN_CYCLE-native-SNC2,python harness_main.py   --test OS_SHUTDOWN_CYCLE bios_knobs_cfg=SNC2 --subsystem=MSS
16016285427,MEM_OS_SHUTDOWN_CYCLE-native-SNC_disabled,python harness_main.py --test OS_SHUTDOWN_CYCLE bios_knobs_cfg=SNC_disabled --subsystem=MSS
16016285522,MEM_OS_REBOOT_CYCLE-native-SNC2,python harness_main.py   --test OS_REBOOT_CYCLE bios_knobs_cfg=SNC2 --subsystem=MSS
16016285543,MEM_OS_SHUTDOWN_CYCLE_SLOW-native-SNC_disabled,"python harness_main.py --test OS_SHUTDOWN_CYCLE bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016285546,MEM_OS_IDLE-native-SNC_disabled,python harness_main.py --test OS_IDLE bios_knobs_cfg=SNC_disabled --subsystem=MSS
16016285551,MEM_OS_IDLE-native-SNC2,python harness_main.py --test OS_IDLE bios_knobs_cfg=SNC2 --subsystem=MSS
16016285616,MEM_OS_REBOOT_CYCLE-native-SNC_disabled,python harness_main.py --test OS_REBOOT_CYCLE bios_knobs_cfg=SNC_disabled --subsystem=MSS
16016285628,MEM_OS_SHUTDOWN_CYCLE_SLOW-native-SNC2_Default,"python harness_main.py --test OS_SHUTDOWN_CYCLE bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 --subsystem=MSS"
16016285666,MEM_OS_REBOOT_CYCLE_SLOW-native-SNC_disabled,"python harness_main.py --test OS_REBOOT_CYCLE bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016285721,MEM_OS_REBOOT_CYCLE_SLOW-native-SNC2_Default,"python harness_main.py   --test OS_REBOOT_CYCLE bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 --subsystem=MSS"
16016303714,MEM_AC_CYCLE_IDLE_SLOW_BOOT-native-SNC2_Default,"python harness_main.py --test AC_CYCLE_AT_IDLE bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 --subsystem=MSS"
16016303716,MEM_AC_CYCLE_IDLE-native-SNC_disabled,python harness_main.py --test AC_CYCLE_AT_IDLE bios_knobs_cfg=SNC_disabled --subsystem=MSS
16016303733,MEM_AC_CYCLE_IDLE-native-SNC2,python harness_main.py --test AC_CYCLE_AT_IDLE bios_knobs_cfg=SNC2 --subsystem=MSS
16016303770,MEM_AC_CYCLE_IDLE_SLOW_BOOT-native-SNC_disabled,"python harness_main.py --test AC_CYCLE_AT_IDLE bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16016352258,MEM_ClearCMOS-native-SNC_disabled,python harness_main.py --test CLEAR_CMOS bios_knobs_cfg=SNC_disabled --subsystem=MSS
16016352269,MEM_ClearCMOS-native-SNC2,python harness_main.py --test CLEAR_CMOS bios_knobs_cfg=SNC2 --subsystem=MSS
16016661839,MEM_AC_CYCLE_AT_ACTIVE-native-SNC_disabled,python harness_main.py --test AC_CYCLE_AT_ACTIVE bios_knobs_cfg=SNC_disabled --subsystem=MSS
16017135200,MEM_INSTLAT-003-native-SNC2,"python harness_main.py --test_config MEM-INSTLATBW.json --test GenericWorkload wl_test_name=MEM-INSTLATBW-003 extra_json_params=""[_main_test,stage_run_instlat,--test=MEM-INSTLATBW-003]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16017135212,MEM_INSTLAT-003-native-SNC_disabled,"python harness_main.py --test_config MEM-INSTLATBW.json --test GenericWorkload wl_test_name=MEM-INSTLATBW-003 extra_json_params=""[_main_test,stage_run_instlat,--test=MEM-INSTLATBW-003]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16017282665,MEM_SPECJBB-002-native-SNC2,"python harness_main.py --test_config MEM-SPECJBB.JSON --test GenericWorkload wl_test_name=MEM-SPECJBB-002 extra_json_params=""[_main_test,stage_run_specjbb,--test=MEM-SPECJBB-002]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16017282666,MEM_SPECJBB-001-native-SNC2,"python harness_main.py --test_config MEM-SPECJBB.JSON --test GenericWorkload wl_test_name=MEM-SPECJBB-001 extra_json_params=""[_main_test,stage_run_specjbb,--test=MEM-SPECJBB-001]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16017282667,MEM_SPECJBB-002-native-SNC_disabled,"python harness_main.py --test_config MEM-SPECJBB.JSON --test GenericWorkload wl_test_name=MEM-SPECJBB-002 extra_json_params=""[_main_test,stage_run_specjbb,--test=MEM-SPECJBB-002]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16017282668,MEM_SPECJBB-001-native-SNC_disabled,"python harness_main.py --test_config MEM-SPECJBB.JSON --test GenericWorkload wl_test_name=MEM-SPECJBB-001 extra_json_params=""[_main_test,stage_run_specjbb,--test=MEM-SPECJBB-001]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16017996353,MEM-Cross_socket-STRESSAPPTEST-001,"python harness_main.py --test_config MEM-STRESSAPPTEST.JSON --test GenericWorkload wl_test_name=MEM-STRESSAPPTEST-001 extra_json_params=""[_main_test,stage_run_stressapptest,--test=MEM-STRESSAPPTEST-001]"" bios_knobs_cfg=xskt_uma --subsystem=MSS"
16017996358,MEM-Cross_socket-STRESSAPPTEST-004,"python harness_main.py --test_config MEM-STRESSAPPTEST.JSON --test GenericWorkload wl_test_name=MEM-STRESSAPPTEST-004 extra_json_params=""[_main_test,stage_run_stressapptest,--test=MEM-STRESSAPPTEST-004]"" bios_knobs_cfg=xskt_uma --subsystem=MSS"
16017996370,MEM-Cross_socket-STRESSAPPTEST-002,"python harness_main.py --test_config MEM-STRESSAPPTEST.JSON --test GenericWorkload wl_test_name=MEM-STRESSAPPTEST-002 extra_json_params=""[_main_test,stage_run_stressapptest,--test=MEM-STRESSAPPTEST-002]"" bios_knobs_cfg=xskt_uma --subsystem=MSS"
16018031344,MEM-Cross_socket-KVMMIXES-003,"python harness_main.py   --test_config KVM-MIX.JSON --test GenericWorkload sync_tools=mlc,stream wl_test_name=MEM-KVMMIXES-003 extra_json_params=""[_main_test,stage_run_kvm_mix, --mode=LM2 --os=CENTOS --vm_mix_type=3 --vm_password=intel123]"" bios_knobs_cfg=xskt_uma --subsystem=MSS"
16018031347,MEM-Cross_socket-KVMSCHMOO-001,"python harness_main.py   --test_config KVM-SCHMOO.JSON --test GenericWorkload sync_tools=mlc,stream wl_test_name=MEM-KVMSCHMOO-001 extra_json_params=""[_main_test,stage_run_kvm_schmoo, --time=120 --os=CENTOS --mode=LM2 --workload=MLC --apply_WA --vm_password=intel123]"" bios_knobs_cfg=xskt_uma --subsystem=MSS"
16018031348,MEM-Cross_socket-KVMMIXES-001,"python harness_main.py   --test_config KVM-MIX.JSON --test GenericWorkload sync_tools=mlc,stream wl_test_name=MEM-KVMMIXES-001 extra_json_params=""[_main_test,stage_run_kvm_mix, --mode=LM2 --os=CENTOS --vm_mix_type=1 --vm_password=intel123]"" bios_knobs_cfg=xskt_uma --subsystem=MSS"
16018031349,MEM-Cross_socket-KVMMIXES-002,"python harness_main.py   --test_config KVM-MIX.JSON --test GenericWorkload sync_tools=mlc,stream wl_test_name=MEM-KVMMIXES-002 extra_json_params=""[_main_test,stage_run_kvm_mix, --mode=LM2 --os=CENTOS --vm_mix_type=2 --vm_password=intel123]"" bios_knobs_cfg=xskt_uma --subsystem=MSS"
16018411118,MEM_REDIS-001-native-SNC2,"python harness_main.py  --test_config MEM-REDIS.JSON --test GenericWorkload wl_test_name=MEM-REDIS-001 extra_json_params=""[_main_test,stage_run_redis,--test=MEM-REDIS-001]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16019003184,MEM_ilVSS-Memory-Stress-native-SNC_disabled,"python harness_main.py --test_config MEM-ILVSS.json --test GenericWorkload wl_test_name=ILVSS bios_knobs_cfg=SNC_disabled extra_json_params=[_main_test,stage_run_ilvss] --subsystem=MSS"
16019039782,MEM_AC_CYCLE_AT_ACTIVE-native-SNC2_Default,python harness_main.py --test AC_CYCLE_AT_ACTIVE --subsystem=MSS
16019069595,MEM_HPCG-004-native-SNC_disabled,"python harness_main.py   --test_config mem_hpcg.json --test GenericWorkload wl_test_name=MEM-HPCG-004 extra_json_params=""[_main_test,stage_run_hpcg, --test=MEM-HPCG-004]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16019141385,MEM_HBASE-001-native-SNC2,"python harness_main.py --test_config volatile-hbase.json --test GenericWorkload wl_test_name=hbase-001 extra_json_params=""[_main_test,stage_run_Hbase,--test=HBASE-001]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16019141408,MEM_HBASE-001-native-SNC_disabled,"python harness_main.py --test_config volatile-hbase.json --test GenericWorkload wl_test_name=hbase-001 extra_json_params=""[_main_test,stage_run_Hbase,--test=HBASE-001]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16019156496,MEM_HBASE-002-native-SNC2,"python harness_main.py --test_config volatile-hbase.json --test GenericWorkload wl_test_name=hbase-002 extra_json_params=""[_main_test,stage_run_Hbase,--test=HBASE-002]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
16019156526,MEM_HBASE-002-native-SNC_disabled,"python harness_main.py --test_config volatile-hbase.json --test GenericWorkload wl_test_name=hbase-002 extra_json_params=""[_main_test,stage_run_Hbase,--test=HBASE-002]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
16019655075,DM_MEM_MEMORY_SPLIT-native-SNC2,python harness_main.py --test MixedWorkload sync_tools=dm_mem test_config_dm=mem_wl_mix_mem_split.cfg  test_name=mem_wl_mix_mem_split  bios_knobs_cfg=SNC2 --regular_itp_unlock --machinecheckbreak --subsystem=MSS
16019655077,DM_MEM_MEMORY_SPLIT-native-SNC_disabled,python harness_main.py --test MixedWorkload sync_tools=dm_mem test_config_dm=mem_wl_mix_mem_split.cfg  test_name=mem_wl_mix_mem_split  bios_knobs_cfg=SNC_disabled --regular_itp_unlock --machinecheckbreak --subsystem=MSS
16019734998,DM_MEM_THREAD_SPLIT_RESET-native-SNC_disabled,python harness_main.py --test MixedWorkload test_config_dm=reset_mem_wl_thread_split.cfg reset_flag=True sync_tools=dm_mem test_name=reset_mem_wl_thread_split bios_knobs_cfg=SNC_disabled --subsystem=MSS
16019735111,DM_MEM_THREAD_SPLIT_RESET-native-SNC2,python harness_main.py --test MixedWorkload test_config_dm=reset_mem_wl_thread_split.cfg reset_flag=True sync_tools=dm_mem test_name=reset_mem_wl_thread_split bios_knobs_cfg=SNC2 --subsystem=MSS
16019889040,DM_MEM_MEMORY_SPLIT_RESET-native-SNC_disabled,python harness_main.py --test MixedWorkload sync_tools=dm_mem test_config_dm=reset_mem_wl_mem_split.cfg reset_flag=True test_name=reset_mem_wl_mem_split bios_knobs_cfg=SNC_disabled --subsystem=MSS
16019889083,DM_MEM_MEMORY_SPLIT_RESET-native-SNC2,python harness_main.py --test MixedWorkload sync_tools=dm_mem test_config_dm=reset_mem_wl_mem_split.cfg reset_flag=True test_name=reset_mem_wl_mem_split bios_knobs_cfg=SNC2 --subsystem=MSS
16019989472,Rowhammer-native-default-5600,python harness_main.py --test MixedWorkload sync_tools=rowhammer  test_config_dm=EMR_rowhammer.txt test_name=rowhammer bios_knobs_cfg=DddrFreq_5600 --regular_itp_unlock --skip_init_cmos --machinecheckbreak --subsystem=MSS
16020488021,Rowhammer-native-default-4800,python harness_main.py --test MixedWorkload sync_tools=rowhammer test_config_dm=EMR_rowhammer.txt test_name=rowhammer bios_knobs_cfg=DddrFreq_4800 --regular_itp_unlock --skip_init_cmos --machinecheckbreak --subsystem=MSS
16020645474,DM_MEM_LOCK_STRESS_RESET-native-SNC_disabled,python harness_main.py --test MixedWorkload sync_tools=dm_mem test_config_dm=reset_mem_lock_stress_split.cfg reset_flag=True test_name=reset_mem_lock_stress_split bios_knobs_cfg=SNC_disabled --subsystem=MSS
16020645487,DM_MEM_LOCK_STRESS_RESET-native-SNC2,python harness_main.py --test MixedWorkload sync_tools=dm_mem test_config_dm=reset_mem_lock_stress_split.cfg reset_flag=True test_name=reset_mem_lock_stress_split bios_knobs_cfg=SNC2 --subsystem=MSS
16020837325,DM_MEM_MEMORY_SPLIT_PM-native-SNC_disabled,python harness_main.py --test MixedWorkload sync_tools=dm_mem test_config_dm=pm_mem_wl_mix_mem_split.cfg  test_name=pm_mem_wl_mix_mem_split  bios_knobs_cfg=SNC_disabled --regular_itp_unlock --machinecheckbreak --subsystem=MSS
16020837326,DM_MEM_MEMORY_SPLIT_PM-native-SNC2,python harness_main.py --test MixedWorkload sync_tools=dm_mem test_config_dm=pm_mem_wl_mix_mem_split.cfg  test_name=pm_mem_wl_mix_mem_split  bios_knobs_cfg=SNC2 --regular_itp_unlock --machinecheckbreak --subsystem=MSS
