host,weekend,owner,category,id,title,cmd
H0701,WW33,"Li, DongwangX",Stress,22015834284,CACHE_MLC-C2C-004-native-SNC2,"python harness_main.py --subsystem=MSS --test_config C2C-MLC.JSON --test GenericWorkload wl_test_name=C2C-MLC-004 extra_json_params=""[_main_test,stage_run_c2cmlc,--test=C2C-MLC-004]"" bios_knobs_cfg=SNC2"
H0802,WW33,"Li, DongwangX",Stress,22015834331,CACHE_MLC-C2C-005-native-SNC_disabled,"python harness_main.py --subsystem=MSS --test_config C2C-MLC.JSON --test GenericWorkload wl_test_name=C2C-MLC-005 extra_json_params=""[_main_test,stage_run_c2cmlc,--test=C2C-MLC-005]"" bios_knobs_cfg=SNC_disabled"
H0701,WW33,"Li, DongwangX",Stress,22015922087,CACHE_MLC-C2C-006-native-SNC2,"python harness_main.py --subsystem=MSS --test_config C2C-MLC.JSON --test GenericWorkload wl_test_name=C2C-MLC-006 extra_json_params=""[_main_test,stage_run_c2cmlc,--test=C2C-MLC-006]"" bios_knobs_cfg=SNC2"
H0802,WW33,"Li, DongwangX",Stress,22015922088,CACHE_MLC-C2C-007-native-SNC_disabled,"python harness_main.py --subsystem=MSS --test_config C2C-MLC.JSON --test GenericWorkload wl_test_name=C2C-MLC-007 extra_json_params=""[_main_test,stage_run_c2cmlc,--test=C2C-MLC-007]"" bios_knobs_cfg=SNC_disabled"
H0701,WW32,"Li, DongwangX",Stress,16019141385,MEM_HBASE-001-native-SNC2,"python harness_main.py --test_config volatile-hbase.json --test GenericWorkload wl_test_name=hbase-001 extra_json_params=""[_main_test,stage_run_Hbase,--test=HBASE-001]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
H0802,WW32,"Li, DongwangX",Stress,16016037986,MEM_HPCG-002-native-SNC_disabled,"python harness_main.py   --test_config mem_hpcg.json --test GenericWorkload wl_test_name=MEM-HPCG-002 extra_json_params=""[_main_test,stage_run_hpcg, --test=MEM-HPCG-002]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0701,WW32,"Li, DongwangX",Stress,16016037963,MEM_HPCG-002-native-SNC2,"python harness_main.py   --test_config mem_hpcg.json --test GenericWorkload wl_test_name=MEM-HPCG-002 extra_json_params=""[_main_test,stage_run_hpcg, --test=MEM-HPCG-002]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
H0802,WW32,"Li, DongwangX",Stress,16019069595,MEM_HPCG-004-native-SNC_disabled,"python harness_main.py   --test_config mem_hpcg.json --test GenericWorkload wl_test_name=MEM-HPCG-004 extra_json_params=""[_main_test,stage_run_hpcg, --test=MEM-HPCG-004]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0701,WW32,"Li, DongwangX",Stress,16016048601,MEM_HPCG-004-native-SNC2,"python harness_main.py   --test_config mem_hpcg.json --test GenericWorkload wl_test_name=MEM-HPCG-004 extra_json_params=""[_main_test,stage_run_hpcg, --test=MEM-HPCG-004]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
H0802,WW31,"Li, DongwangX",Stress,16019003184,MEM_ilVSS-Memory-Stress-native-SNC_disabled,"python harness_main.py --test_config MEM-ILVSS.json --test GenericWorkload wl_test_name=ILVSS bios_knobs_cfg=SNC_disabled extra_json_params=[_main_test,stage_run_ilvss] --subsystem=MSS"
H0701,WW32,"Li, DongwangX",Stress,16016042169,MEM_INSTLAT-001-native-SNC_disabled,"python harness_main.py --test_config MEM-INSTLATBW.json --test GenericWorkload wl_test_name=MEM-INSTLATBW-001 extra_json_params=""[_main_test,stage_run_instlat,--test=MEM-INSTLATBW-001]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0802,WW32,"Li, DongwangX",Stress,16017135200,MEM_INSTLAT-003-native-SNC2,"python harness_main.py --test_config MEM-INSTLATBW.json --test GenericWorkload wl_test_name=MEM-INSTLATBW-003 extra_json_params=""[_main_test,stage_run_instlat,--test=MEM-INSTLATBW-003]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
H0701,WW31,"Li, DongwangX",Stress,16016040353,MEM_LINPACK-001-native-SNC_disabled,"python harness_main.py   --test_config mem_linpack001.json --test GenericWorkload wl_test_name=MEM_LINPACK001 extra_json_params=""[_main_test,stage_run_linpck, --test=MEM_LINPACK001]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0802,WW27,"Li, DongwangX",Powercycle,16016285374,MEM_OS_SHUTDOWN_CYCLE-native-SNC2,python harness_main.py   --test OS_SHUTDOWN_CYCLE bios_knobs_cfg=SNC2 --subsystem=MSS
H0701,WW27,"Li, DongwangX",Powercycle,16016285427,MEM_OS_SHUTDOWN_CYCLE-native-SNC_disabled,python harness_main.py --test OS_SHUTDOWN_CYCLE bios_knobs_cfg=SNC_disabled --subsystem=MSS
H0802,WW27,"Li, DongwangX",Powercycle,16016285522,MEM_OS_REBOOT_CYCLE-native-SNC2,python harness_main.py   --test OS_REBOOT_CYCLE bios_knobs_cfg=SNC2 --subsystem=MSS
H0701,WW27,"Li, DongwangX",Powercycle,16016285543,MEM_OS_SHUTDOWN_CYCLE_SLOW-native-SNC_disabled,"python harness_main.py --test OS_SHUTDOWN_CYCLE bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0802,WW27,"Li, DongwangX",Powercycle,16016285546,MEM_OS_IDLE-native-SNC_disabled,python harness_main.py --test OS_IDLE bios_knobs_cfg=SNC_disabled --subsystem=MSS
H0701,WW27,"Li, DongwangX",Powercycle,16016285551,MEM_OS_IDLE-native-SNC2,python harness_main.py --test OS_IDLE bios_knobs_cfg=SNC2 --subsystem=MSS
H0802,WW27,"Li, DongwangX",Powercycle,16016285616,MEM_OS_REBOOT_CYCLE-native-SNC_disabled,python harness_main.py --test OS_REBOOT_CYCLE bios_knobs_cfg=SNC_disabled --subsystem=MSS
H0701,WW27,"Li, DongwangX",Powercycle,16016285628,MEM_OS_SHUTDOWN_CYCLE_SLOW-native-SNC2_Default,"python harness_main.py --test OS_SHUTDOWN_CYCLE bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 --subsystem=MSS"
H0802,WW27,"Li, DongwangX",Powercycle,16016285666,MEM_OS_REBOOT_CYCLE_SLOW-native-SNC_disabled,"python harness_main.py --test OS_REBOOT_CYCLE bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0701,WW27,"Li, DongwangX",Powercycle,16016285721,MEM_OS_REBOOT_CYCLE_SLOW-native-SNC2_Default,"python harness_main.py   --test OS_REBOOT_CYCLE bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 --subsystem=MSS"
H0802,WW27,"Li, DongwangX",Powercycle,16016303714,MEM_AC_CYCLE_IDLE_SLOW_BOOT-native-SNC2_Default,"python harness_main.py --test AC_CYCLE_AT_IDLE bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 --subsystem=MSS"
H0701,WW27,"Li, DongwangX",Powercycle,16016303716,MEM_AC_CYCLE_IDLE-native-SNC_disabled,python harness_main.py --test AC_CYCLE_AT_IDLE bios_knobs_cfg=SNC_disabled --subsystem=MSS
H0802,WW27,"Li, DongwangX",Powercycle,16016303733,MEM_AC_CYCLE_IDLE-native-SNC2,python harness_main.py --test AC_CYCLE_AT_IDLE bios_knobs_cfg=SNC2 --subsystem=MSS
H0701,WW27,"Li, DongwangX",Powercycle,16016303770,MEM_AC_CYCLE_IDLE_SLOW_BOOT-native-SNC_disabled,"python harness_main.py --test AC_CYCLE_AT_IDLE bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 bios_knobs_cfg=SNC_disabled --subsystem=MSS"
null,WW27,"Jiang, ShengqingX",Powercycle,16016352258,MEM_ClearCMOS-native-SNC_disabled,python harness_main.py --test CLEAR_CMOS bios_knobs_cfg=SNC_disabled --subsystem=MSS
null,WW27,"Jiang, ShengqingX",Powercycle,16016352269,MEM_ClearCMOS-native-SNC2,python harness_main.py --test CLEAR_CMOS bios_knobs_cfg=SNC2 --subsystem=MSS
H0802,WW27,"Li, DongwangX",Powercycle,16016661839,MEM_AC_CYCLE_AT_ACTIVE-native-SNC_disabled,python harness_main.py --test AC_CYCLE_AT_ACTIVE bios_knobs_cfg=SNC_disabled --subsystem=MSS
H0701,WW31,"Li, DongwangX",Stress,16016040347,MEM_LINPACK-001-native-SNC2,"python harness_main.py   --test_config mem_linpack001.json --test GenericWorkload wl_test_name=MEM_LINPACK001 extra_json_params=""[_main_test,stage_run_linpck, --test=MEM_LINPACK001]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
H0802,WW31,"Li, DongwangX",Stress,16016068340,MEM_LINPACK-002-native-SNC_disabled,"python harness_main.py   --test_config mem_linpack002.json --test GenericWorkload wl_test_name=MEM_LINPACK002 extra_json_params=""[_main_test,stage_run_linpack, --test=MEM_LINPACK002]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0701,WW31,"Li, DongwangX",Stress,16016068339,MEM_LINPACK-002-native-SNC2,"python harness_main.py   --test_config mem_linpack002.json --test GenericWorkload wl_test_name=MEM_LINPACK002 extra_json_params=""[_main_test,stage_run_linpack, --test=MEM_LINPACK002]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
null,WW32,"Jiang, ShengqingX",Stress,16015947964,MEM_LMBENCH-001-native-SNC_disabled,"python harness_main.py --test_config LMBENCH.JSON --test GenericWorkload wl_test_name=LMBENCH-001 extra_json_params=""[_main_test,stage_run_lmbench,--test=LMBENCH-001]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0802,WW31,"Li, DongwangX",Stress,22014695844,MEM_MLC-001-native-SNC_disabled,"python harness_main.py --subsystem=MSS --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-001 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-001]"" bios_knobs_cfg=SNC_disabled"
null,WW31,"Jiang, ShengqingX",Stress,22014695908,MEM_MLC-001-native-SNC2,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-001 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-001]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
null,WW31,"Jiang, ShengqingX",Stress,22014695762,MEM_MLC-002-native-SNC_disabled,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-002 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-002]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
null,WW31,"Jiang, ShengqingX",Stress,22014695766,MEM_MLC-002-native-SNC2,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-002 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-002]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
null,WW33,"Jiang, ShengqingX",KVM,16018031347,MEM-Cross_socket-KVMSCHMOO-001,"python harness_main.py   --test_config KVM-SCHMOO.JSON --test GenericWorkload sync_tools=mlc,stream wl_test_name=MEM-KVMSCHMOO-001 extra_json_params=""[_main_test,stage_run_kvm_schmoo, --time=120 --os=CENTOS --mode=LM2 --workload=MLC --apply_WA --vm_password=intel123]"" bios_knobs_cfg=xskt_uma --subsystem=MSS"
null,WW33,"Jiang, ShengqingX",KVM,16018031348,MEM-Cross_socket-KVMMIXES-001,"python harness_main.py   --test_config KVM-MIX.JSON --test GenericWorkload sync_tools=mlc,stream wl_test_name=MEM-KVMMIXES-001 extra_json_params=""[_main_test,stage_run_kvm_mix, --mode=LM2 --os=CENTOS --vm_mix_type=1 --vm_password=intel123]"" bios_knobs_cfg=xskt_uma --subsystem=MSS"
null,WW31,"Jiang, ShengqingX",Stress,22014695604,MEM_MLC-003-native-SNC_disabled,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-003 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-003]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
null,WW31,"Jiang, ShengqingX",Stress,22014695658,MEM_MLC-003-native-SNC2,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-003 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-003]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
H0701,WW27,"Li, DongwangX",Powercycle,16019039782,MEM_AC_CYCLE_AT_ACTIVE-native-SNC2_Default,python harness_main.py --test AC_CYCLE_AT_ACTIVE --subsystem=MSS
null,WW31,"Jiang, ShengqingX",Stress,22014695852,MEM_MLC-004-native-SNC_disabled,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-004 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-004]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
null,WW31,"Jiang, ShengqingX",Stress,22014695947,MEM_MLC-004-native-SNC2,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-004 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-004]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
H0802,WW29,"Li, DongwangX",Stress,22014695808,MEM_MLC-005-native-SNC_disabled,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-005 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-005]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0701,WW29,"Li, DongwangX",Stress,22014695853,MEM_MLC-005-native-SNC2,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-005 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-005]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
H0802,WW29,"Li, DongwangX",Stress,22014695705,MEM_MLC-006-native-SNC_disabled,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-006 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-006]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0701,WW34,"Li, DongwangX",DM,16020903402,DM_MEM_LOCK_STRESS_PM-native-SNC2,python harness_main.py --test MixedWorkload sync_tools=dm_mem bios_knobs_cfg=SNC2 test_config_dm=pm_mem_lock_stress.cfg test_name=pm_mem_lock_stress --regular_itp_unlock --machinecheckbreak --subsystem=MSS
H0802,WW34,"Li, DongwangX",DM,14018720086,DM_MEM_LOCK_STRESS-native-SNC_disabled,python harness_main.py --subsystem=MSS --test MixedWorkload sync_tools=dm_mem bios_knobs_cfg=Snc_Disabled test_config_dm=mem_lock_stress.cfg test_name=mem_lock_stress --regular_itp_unlock --machinecheckbreak
H0701,WW34,"Li, DongwangX",DM,22016691537,DM_MEM_LOCK_STRESS-native-SNC2,python harness_main.py --subsystem=MSS --test MixedWorkload bios_knobs_cfg=SNC2 sync_tools=dm_mem test_config_dm=mem_lock_stress.cfg test_name=mem_lock_stress --regular_itp_unlock --machinecheckbreak
H0802,WW34,"Li, DongwangX",DM,16020837325,DM_MEM_MEMORY_SPLIT_PM-native-SNC_disabled,python harness_main.py --test MixedWorkload sync_tools=dm_mem test_config_dm=pm_mem_wl_mix_mem_split.cfg  test_name=pm_mem_wl_mix_mem_split  bios_knobs_cfg=SNC_disabled --regular_itp_unlock --machinecheckbreak --subsystem=MSS
H0701,WW34,"Li, DongwangX",DM,16020837326,DM_MEM_MEMORY_SPLIT_PM-native-SNC2,python harness_main.py --test MixedWorkload sync_tools=dm_mem test_config_dm=pm_mem_wl_mix_mem_split.cfg  test_name=pm_mem_wl_mix_mem_split  bios_knobs_cfg=SNC2 --regular_itp_unlock --machinecheckbreak --subsystem=MSS
H0802,WW34,"Li, DongwangX",DM,16019655077,DM_MEM_MEMORY_SPLIT-native-SNC_disabled,python harness_main.py --test MixedWorkload sync_tools=dm_mem test_config_dm=mem_wl_mix_mem_split.cfg  test_name=mem_wl_mix_mem_split  bios_knobs_cfg=SNC_disabled --regular_itp_unlock --machinecheckbreak --subsystem=MSS
null,WW34,"Jiang, ShengqingX",DM,16021251171,DM_MEM_RANDOM_MIX_IIO-native-SNC_disabled,python harness_main.py --test MixedWorkload test_config_dm=mem_random_mix_iio.cfg  test_name=MEM_RANDOM_MIX_IIO  bios_knobs_cfg=SNC_disabled --regular_itp_unlock --machinecheckbreak --subsystem=MSS
null,WW34,"Jiang, ShengqingX",DM,16020903401,DM_MEM_THREAD_SPLIT_PM-native-SNC2,python harness_main.py --test MixedWorkload sync_tools=dm_mem test_config_dm=pm_mem_wl_mix_thread_split.cfg  test_name=pm_mem_wl_mix_thread_split  bios_knobs_cfg=SNC2 --regular_itp_unlock --machinecheckbreak --subsystem=MSS
null,WW34,"Jiang, ShengqingX",DM,16019735111,DM_MEM_THREAD_SPLIT_RESET-native-SNC2,python harness_main.py --test MixedWorkload test_config_dm=reset_mem_wl_thread_split.cfg reset_flag=True sync_tools=dm_mem test_name=reset_mem_wl_thread_split bios_knobs_cfg=SNC2 --subsystem=MSS
null,WW34,"Jiang, ShengqingX",DM,16021213703,RANDOM_RESET_MRC_SLOWBOOTCOLD -native-SNC2,"python harness_main.py --test RANDOM_RESET_MRC_SLOWBOOTCOLD bios_knobs_cfg=SNC2 bios_knobs=AttemptFastBoot:0x0,AttemptFastBootCold:0x0 --subsystem=MSS"
null,WW34,"Jiang, ShengqingX",AMT,16023160069,Advance_Mem_Test with good dimms,python harness_main.py --test MixedWorkload test_config_dm=adv_mem_test_emr.cfg reset_flag=True test_name=Advance_mem_test --subsystem=MSS
null,WW34,"Jiang, ShengqingX",Thermal,18014948731,MEM_THERM-MEMTRIP_Event-L,python harness_main.py --test MEM_TRIP bios_knobs=MemTripReporting:0x1 --subsystem=MSS
H0701,WW29,"Li, DongwangX",Stress,22014695737,MEM_MLC-006-native-SNC2,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-006 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-006]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
null,WW28,"Jiang, ShengqingX",Thermal,18014948738,MEM_THERM-Memory_CLTT-L,python harness_main.py --test MEMORY_CLTT bios_knobs=MemTripReporting:0x1 --subsystem=MSS
null,WW28,"Jiang, ShengqingX",Thermal,22013744898,MEM_THERM-External_MEMHOT_Event-L,python harness_main.py --test EXTERNAL_MEMHOT bios_knobs=MemHotIn:0x1 --subsystem=MSS
null,WW28,"Jiang, ShengqingX",Thermal,22013943942,MEM_THERM-Memory_CLTT_with_PECI-L,python harness_main.py --test MEMORY_CLTT_PECI --subsystem=MSS
null,WW27,"Jiang, ShengqingX",Thermal,22014629450,MEM_THERM-Default_2x_Refresh_Mode-L,python harness_main.py --test 2X_REFRESH_ONLY --subsystem=MSS
H0802,WW29,"Li, DongwangX",Stress,22014695834,MEM_MLC-007-native-SNC_disabled,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-007 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-007]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0701,WW29,"Li, DongwangX",Stress,22014695601,MEM_MLC-007-native-SNC2,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-007 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-007]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
H0802,WW29,"Li, DongwangX",Stress,22014695801,MEM_MLC-008-native-SNC_disabled,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-008 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-008]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0701,WW29,"Li, DongwangX",Stress,22014695855,MEM_MLC-008-native-SNC2,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-008 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-008]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
H0802,WW29,"Li, DongwangX",Stress,22014695716,MEM_MLC-009-native-SNC_disabled,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-009 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-009]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0701,WW29,"Li, DongwangX",Stress,22014695787,MEM_MLC-009-native-SNC2,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-009 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-009]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
H0802,WW29,"Li, DongwangX",Stress,22014695707,MEM_MLC-013-native-SNC_disabled,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-013 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-013]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
H0701,WW29,"Li, DongwangX",Stress,22014695763,MEM_MLC-013-native-SNC2,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-013 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-013]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
H0802,WW29,"Li, DongwangX",Stress,22014695644,MEM_MLC-014-native-SNC_disabled,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-014 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-014]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
null,WW30,"Jiang, ShengqingX",Stress,22014695688,MEM_MLC-014-native-SNC2,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-014 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-014]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
null,WW30,"Jiang, ShengqingX",Stress,22014695813,MEM_MLC-015-native-SNC_disabled,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-015 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-015]"" bios_knobs_cfg=SNC_disabled --subsystem=MSS"
null,WW30,"Jiang, ShengqingX",Stress,22014695898,MEM_MLC-015-native-SNC2,"python harness_main.py --test_config MEM-MLC.JSON --test GenericWorkload wl_test_name=MEM-MLC-015 extra_json_params=""[_main_test,stage_run_mlc,--test=MEM-MLC-015]"" bios_knobs_cfg=SNC2 --subsystem=MSS"
